Date,Number of dates,length
1917-09-14,25,17284
1917-09-15,66,16678
1917-09-16,56,18404
1917-09-17,59,9777
1917-09-18,55,17762
1917-09-19,58,16464
1917-09-20,58,9911
1917-09-21,47,17201
1917-09-22,30,17828
1917-09-23,63,18733
1917-09-24,57,9931
1917-09-25,58,17899
1917-09-26,70,17092
1917-09-27,81,9602
1917-09-28,58,16838
1917-09-29,44,17135
1917-09-30,78,17443
1917-10-01,64,9958
1917-10-02,45,17616
1917-10-03,19,15926
1917-10-04,59,9174
1917-10-05,41,17164
1917-10-06,44,17358
1917-10-07,84,16981
1917-10-08,60,9489
1917-10-09,71,16573
1917-10-10,26,15774
1917-10-11,60,9291
1917-10-12,22,16726
1917-10-13,48,17607
1917-10-14,88,17378
1917-10-15,64,9641
1917-10-16,64,17363
1917-10-17,28,16524
1917-10-18,60,9248
1917-10-19,31,16601
1917-10-20,87,17114
1917-10-21,44,15819
1917-10-22,43,9378
1917-10-23,64,16132
1917-10-24,59,14878
1917-10-25,89,9620
1917-10-26,45,17220
1917-10-27,30,17061
1917-10-28,66,16293
1917-10-29,59,9535
1917-10-30,51,17389
1917-10-31,25,16825
1917-11-01,50,9489
1917-11-02,57,18151
1917-11-03,44,18003
1917-11-04,64,16430
1917-11-05,48,9339
1917-11-06,39,17993
1917-11-07,48,16014
1917-11-08,75,9486
1917-11-09,35,16823
1917-11-10,52,17317
1917-11-11,25,17822
1917-11-12,63,9668
1917-11-13,35,18296
1917-11-14,46,16993
1917-11-15,90,9902
1917-11-16,42,17997
1917-11-17,48,16183
1917-11-18,50,17325
1917-11-19,69,9530
1917-11-20,59,18177
1917-11-21,37,16599
1917-11-22,52,9509
1917-11-23,36,16763
1917-11-24,37,16718
1917-11-25,62,14726
1917-11-26,55,9810
1917-11-27,83,18100
1917-11-28,36,14843
1917-11-29,75,9668
1917-11-30,38,16734
1917-12-01,146,16881
1917-12-02,133,18402
1917-12-03,56,9973
1917-12-04,100,19328
1917-12-05,76,16727
1917-12-06,74,9537
1917-12-07,51,16719
1917-12-08,23,15444
1917-12-09,43,16825
1917-12-10,42,9934
1917-12-11,71,16452
1917-12-12,48,17352
1917-12-13,69,10058
1917-12-14,38,17169
1917-12-15,72,17635
1917-12-16,64,17772
1917-12-17,48,9249
1917-12-18,184,19311
1917-12-19,28,16564
1917-12-20,68,9459
1917-12-21,42,16546
1917-12-22,60,18891
1917-12-23,56,16510
1917-12-24,94,9692
1917-12-25,92,19480
1917-12-26,41,16912
1917-12-27,96,9324
1917-12-28,56,17753
1917-12-29,48,17079
1917-12-30,56,17340
1917-12-31,83,9689
