Date,Number of dates,length
1880-04-18,46,19990
1880-04-19,38,17582
1880-04-20,59,18969
1880-04-21,37,37198
1880-04-22,33,19230
1880-04-23,38,19235
1880-04-24,23,19251
1880-04-25,33,18534
1880-04-26,41,18285
1880-04-27,31,20465
1880-04-28,49,36869
1880-04-29,18,18479
1880-04-30,28,20307
1880-05-01,23,17494
1880-05-02,39,15480
1880-05-03,57,16661
1880-05-04,57,18056
1880-05-05,32,12347
1880-05-06,54,18266
1880-05-07,27,17233
1880-05-08,47,18258
1880-05-09,24,19467
1880-05-10,46,18664
1880-05-11,22,19697
1880-05-12,28,35095
1880-05-13,37,18672
1880-05-14,29,19047
1880-05-15,57,19786
1880-05-16,45,18417
1880-05-17,31,18760
1880-05-18,53,19320
1880-05-19,40,37246
1880-05-20,33,20785
1880-05-21,45,20292
1880-05-22,39,20740
1880-05-23,39,18044
1880-05-24,66,17488
1880-05-25,47,18508
1880-05-26,28,36407
1880-05-27,43,20295
1880-05-28,52,18287
1880-05-29,41,20636
1880-05-30,71,17682
1880-05-31,22,18253
1880-06-01,49,17688
1880-06-02,12,38768
1880-06-03,32,18448
1880-06-04,39,19855
1880-06-05,19,18194
1880-06-06,30,17338
1880-06-07,15,16993
1880-06-08,37,19296
1880-06-09,31,40553
1880-06-10,34,20043
1880-06-11,32,19848
1880-06-12,32,18812
1880-06-13,51,19001
1880-06-14,51,18614
1880-06-15,33,19956
1880-06-16,30,37930
1880-06-17,49,20033
1880-06-18,20,20308
1880-06-19,24,19365
1880-06-20,32,19707
1880-06-21,44,17604
1880-06-22,23,19872
1880-06-23,31,34357
1880-06-24,46,18367
1880-06-25,20,19149
1880-06-26,51,18602
1880-06-27,29,20287
1880-06-28,40,17074
1880-06-29,48,18870
1880-06-30,38,35069
1880-07-01,19,19253
1880-07-02,64,18549
1880-07-03,53,20608
1880-07-04,35,17626
1880-07-05,43,18988
1880-07-06,40,18585
1880-07-07,24,37305
1880-07-08,35,19582
1880-07-09,41,18958
1880-07-10,50,18482
1880-07-11,50,18141
1880-07-12,24,18280
1880-07-13,24,18460
1880-07-14,30,40472
1880-07-15,12,17861
1880-07-16,40,18737
1880-07-17,34,16983
1880-07-18,20,18573
1880-07-19,43,19163
1880-07-20,37,19306
1880-07-21,15,35234
1880-07-22,29,18438
1880-07-23,37,18793
1880-07-24,34,20111
1880-07-25,54,19078
1880-07-26,14,18514
1880-07-27,30,19281
1880-07-28,34,36160
1880-07-29,40,20292
1880-07-30,45,18682
1880-07-31,17,19131
1880-08-01,20,19607
1880-08-02,40,18085
1880-08-03,40,20959
1880-08-04,26,35944
1880-08-05,28,18730
1880-08-06,52,19232
1880-08-07,45,19348
1880-08-08,54,19933
1880-08-09,51,18301
1880-08-10,37,19492
1880-08-11,25,35731
1880-08-12,21,19955
1880-08-13,25,18751
1880-08-14,45,19650
1880-08-15,55,19652
1880-08-16,24,19743
1880-08-17,28,18632
1880-08-18,45,36955
1880-08-19,45,19330
1880-08-20,41,19656
1880-08-21,43,19477
1880-08-22,47,19871
1880-08-23,37,19809
1880-08-24,30,20418
1880-08-25,61,37153
1880-08-26,45,19607
1880-08-27,27,19672
1880-08-28,21,18977
1880-08-29,27,19224
1880-08-30,50,19272
1880-08-31,22,17426
1880-09-01,31,33486
1880-09-02,47,18505
1880-09-03,26,19798
1880-09-04,48,19454
1880-09-05,40,17966
1880-09-06,23,19227
1880-09-07,24,18762
1880-09-08,70,37805
1880-09-09,38,19648
1880-09-10,31,18222
1880-09-11,30,17964
1880-09-12,25,18525
1880-09-13,17,19543
1880-09-14,35,18727
1880-09-15,20,35590
1880-09-16,46,19422
1880-09-17,62,18536
1880-09-18,31,17942
1880-09-19,50,15759
1880-09-20,41,18471
1880-09-21,45,19988
1880-09-22,62,37162
1880-09-23,20,18625
1880-09-24,38,18237
1880-09-25,37,18666
1880-09-26,38,15093
1880-09-27,42,17714
1880-09-28,34,18297
1880-09-29,31,38890
1880-09-30,37,19701
1880-10-01,37,18677
1880-10-02,31,15541
1880-10-03,44,16456
1880-10-04,19,16565
1880-10-05,33,17863
1880-10-06,45,36301
1880-10-07,53,19574
1880-10-08,26,18161
1880-10-09,26,15520
1880-10-10,21,14158
1880-10-11,45,16155
1880-10-12,21,18883
1880-10-13,25,36204
1880-10-14,27,18123
1880-10-15,35,18172
1880-10-16,43,18635
1880-10-17,28,18483
1880-10-18,30,18526
1880-10-19,35,18730
1880-10-20,37,38337
1880-10-21,26,19633
1880-10-22,29,18787
1880-10-23,32,20008
1880-10-24,47,20200
1880-10-25,74,17968
1880-10-26,42,18335
1880-10-27,35,40282
1880-10-28,36,20433
1880-10-29,23,19783
1880-10-30,60,17501
1880-10-31,37,19886
1880-11-01,21,17908
1880-11-02,61,18736
1880-11-03,39,36892
1880-11-04,34,21131
1880-11-05,26,18772
1880-11-06,37,16756
1880-11-07,25,14819
1880-11-08,39,13299
1880-11-09,51,18825
1880-11-10,38,37546
1880-11-11,34,17108
1880-11-12,37,19694
1880-11-13,22,19140
1880-11-14,24,17892
1880-11-15,36,17891
1880-11-16,26,20334
1880-11-17,34,39008
1880-11-18,32,19463
1880-11-19,36,18914
1880-11-20,24,19115
1880-11-21,43,20643
1880-11-22,29,18612
1880-11-23,35,20384
1880-11-24,37,35045
1880-11-25,54,17230
1880-11-26,26,18104
1880-11-27,48,18458
1880-11-28,59,18958
1880-11-29,24,17490
1880-11-30,48,19283
1880-12-01,33,40388
1880-12-02,28,15647
1880-12-03,26,18381
1880-12-04,35,14790
1880-12-05,38,17616
1880-12-06,36,18216
1880-12-07,25,15941
1880-12-08,16,34457
1880-12-09,36,18145
1880-12-10,41,18221
1880-12-11,31,17209
1880-12-12,28,16412
1880-12-13,20,17321
1880-12-14,66,17675
1880-12-15,39,34399
1880-12-16,45,19468
1880-12-17,45,19608
1880-12-18,44,18056
1880-12-19,30,17909
1880-12-20,5,3534
1880-12-21,32,18276
1880-12-22,46,34974
1880-12-23,43,18129
1880-12-24,45,18345
1880-12-25,29,19241
1880-12-26,47,18486
1880-12-27,41,17548
1880-12-28,53,18888
1880-12-29,35,32919
1880-12-30,41,19680
1880-12-31,25,20034
