Date,Number of dates,length
1879-04-27,24,18968
1879-04-28,33,20391
1879-04-29,66,20595
1879-04-30,42,33170
1879-05-01,33,20367
1879-05-02,67,19901
1879-05-03,31,18948
1879-05-04,45,18084
1879-05-05,49,19100
1879-05-06,27,20033
1879-05-07,73,39140
1879-05-08,22,19175
1879-05-09,34,20906
1879-05-10,29,17765
1879-05-11,54,18647
1879-05-12,44,21091
1879-05-13,38,20071
1879-05-14,34,39451
1879-05-15,38,19697
1879-05-16,28,20756
1879-05-17,41,19187
1879-05-18,31,19046
1879-05-19,37,19234
1879-05-20,25,18834
1879-05-21,34,38716
1879-05-22,52,20147
1879-05-23,39,19626
1879-05-24,36,19372
1879-05-25,43,17610
1879-05-26,18,19856
1879-05-27,18,19279
1879-05-28,61,41765
1879-05-29,54,18532
1879-05-30,40,18273
1879-05-31,54,21435
1879-06-01,48,18831
1879-06-02,43,19225
1879-06-03,33,20511
1879-06-04,36,40217
1879-06-05,37,19636
1879-06-06,29,20136
1879-06-07,48,19504
1879-06-08,62,16192
1879-06-09,17,17998
1879-06-10,40,20896
1879-06-11,30,33864
1879-06-12,73,20138
1879-06-13,44,21947
1879-06-14,54,21522
1879-06-15,36,17103
1879-06-16,40,19139
1879-06-17,41,20235
1879-06-18,75,35546
1879-06-19,46,19691
1879-06-20,50,20127
1879-06-21,52,19116
1879-06-22,38,20241
1879-06-23,23,19733
1879-06-24,28,18480
1879-06-25,40,41811
1879-06-26,34,19723
1879-06-27,15,20789
1879-06-28,41,19656
1879-06-29,45,20600
1879-06-30,19,19323
1879-07-01,26,19895
1879-07-02,28,41538
1879-07-03,35,19331
1879-07-04,34,20642
1879-07-05,53,19260
1879-07-06,35,19808
1879-07-07,10,18488
1879-07-08,33,19834
1879-07-09,38,38541
1879-07-10,38,20348
1879-07-11,41,19608
1879-07-12,68,21433
1879-07-13,37,20890
1879-07-14,35,19727
1879-07-15,31,19679
1879-07-16,45,37820
1879-07-17,27,19679
1879-07-18,36,19369
1879-07-19,45,19593
1879-07-20,31,18603
1879-07-21,32,19942
1879-07-22,35,21621
1879-07-23,52,35563
1879-07-24,44,18611
1879-07-25,29,19287
1879-07-26,51,19872
1879-07-27,54,20146
1879-07-28,33,18665
1879-07-29,41,19755
1879-07-30,43,39132
1879-07-31,67,19773
1879-08-01,57,20812
1879-08-02,39,19121
1879-08-03,55,15624
1879-08-04,30,18419
1879-08-05,66,20351
1879-08-06,25,39146
1879-08-07,21,20047
1879-08-08,35,21181
1879-08-09,29,20841
1879-08-10,51,19783
1879-08-11,49,19354
1879-08-12,38,21028
1879-08-13,45,38566
1879-08-14,53,20482
1879-08-15,29,21654
1879-08-16,52,20646
1879-08-17,32,20772
1879-08-18,25,18877
1879-08-19,47,19579
1879-08-20,57,36588
1879-08-21,42,20083
1879-08-22,35,19426
1879-08-23,37,19054
1879-08-24,33,20180
1879-08-25,34,18973
1879-08-26,51,20207
1879-08-27,32,37495
1879-08-28,26,19451
1879-08-29,31,19705
1879-08-30,77,19800
1879-08-31,48,19608
1879-09-01,31,19654
1879-09-02,23,20009
1879-09-03,54,36371
1879-09-04,36,19413
1879-09-05,43,18965
1879-09-06,40,19767
1879-09-07,60,19219
1879-09-08,40,18120
1879-09-09,46,20318
1879-09-10,49,39250
1879-09-11,27,20342
1879-09-12,21,20007
1879-09-13,34,21334
1879-09-14,38,20686
1879-09-15,26,18856
1879-09-16,9,19026
1879-09-17,73,35993
1879-09-18,25,18890
1879-09-19,54,16956
1879-09-20,45,16901
1879-09-21,51,17444
1879-09-22,24,19079
1879-09-23,42,17313
1879-09-24,33,38887
1879-09-25,25,18020
1879-09-26,47,18725
1879-09-27,35,18488
1879-09-28,40,17702
1879-09-29,22,17337
1879-09-30,24,18151
1879-10-01,48,34944
1879-10-02,32,18577
1879-10-03,30,18129
1879-10-04,30,15558
1879-10-05,29,15182
1879-10-06,47,17720
1879-10-07,22,18831
1879-10-08,29,39377
1879-10-09,47,18807
1879-10-10,65,19092
1879-10-11,12,18389
1879-10-12,35,13802
1879-10-13,22,17237
1879-10-14,27,17314
1879-10-15,29,32418
1879-10-16,38,18648
1879-10-17,47,18863
1879-10-18,41,19803
1879-10-19,39,16845
1879-10-20,28,19202
1879-10-21,33,20386
1879-10-22,23,38362
1879-10-23,63,19734
1879-10-24,44,19779
1879-10-25,66,18762
1879-10-26,55,19467
1879-10-27,37,18117
1879-10-28,29,19690
1879-10-29,27,35175
1879-10-30,41,19650
1879-10-31,34,19931
1879-11-01,68,18745
1879-11-02,54,17590
1879-11-03,57,19082
1879-11-04,37,17668
1879-11-05,58,37115
1879-11-06,36,18307
1879-11-07,35,18452
1879-11-08,22,15750
1879-11-09,28,16074
1879-11-10,48,18089
1879-11-11,57,17597
1879-11-12,18,35109
1879-11-13,25,18973
1879-11-14,37,20331
1879-11-15,57,16623
1879-11-16,15,18889
1879-11-17,65,18485
1879-11-18,54,19621
1879-11-19,25,37585
1879-11-20,71,20957
1879-11-21,60,20173
1879-11-22,75,18511
1879-11-23,46,19172
1879-11-24,68,17423
1879-11-25,31,17521
1879-11-26,57,42934
1879-11-27,41,19460
1879-11-28,42,20634
1879-11-29,25,18853
1879-11-30,45,16087
1879-12-01,48,17867
1879-12-02,38,19537
1879-12-03,39,35733
1879-12-04,27,18156
1879-12-05,23,17077
1879-12-06,52,16333
1879-12-07,44,18306
1879-12-08,43,16044
1879-12-09,47,16281
1879-12-10,38,31968
1879-12-11,71,17995
1879-12-12,44,18191
1879-12-13,34,16501
1879-12-14,16,7987
1879-12-15,40,17804
1879-12-16,44,18007
1879-12-17,19,36642
1879-12-18,36,15585
1879-12-19,74,18787
1879-12-20,23,17622
1879-12-21,49,16335
1879-12-22,38,17160
1879-12-23,40,15664
1879-12-24,28,30953
1879-12-25,34,17031
1879-12-26,36,18702
1879-12-27,28,17925
1879-12-28,59,17244
1879-12-29,31,15413
1879-12-30,51,18072
1879-12-31,49,31097
