Date,Number of dates,length
1875-08-16,48,18878
1875-08-17,32,18495
1875-08-18,54,18754
1875-08-19,29,19106
1875-08-20,27,19095
1875-08-21,42,19338
1875-08-22,39,40216
1875-08-23,52,19518
1875-08-24,46,19383
1875-08-25,37,18670
1875-08-26,43,19921
1875-08-27,43,19474
1875-08-28,30,19637
1875-08-29,16,39898
1875-08-30,32,19574
1875-08-31,42,19890
1875-09-01,20,18900
1875-09-02,24,20009
1875-09-03,32,19207
1875-09-04,35,20284
1875-09-05,22,41922
1875-09-06,28,18914
1875-09-07,33,19815
1875-09-08,42,19873
1875-09-09,12,18073
1875-09-10,38,19234
1875-09-11,32,19062
1875-09-12,34,39086
1875-09-13,31,19493
1875-09-14,28,19140
1875-09-15,27,19149
1875-09-16,26,19107
1875-09-17,32,18356
1875-09-18,31,17378
1875-09-19,19,38708
1875-09-20,33,18029
1875-09-21,41,19160
1875-09-22,25,18573
1875-09-23,23,17885
1875-09-24,47,19872
1875-09-25,43,18104
1875-09-26,24,39374
1875-09-27,47,17713
1875-09-28,27,19186
1875-09-29,52,18735
1875-09-30,31,16712
1875-10-01,39,17087
1875-10-02,27,16192
1875-10-03,30,38397
1875-10-04,27,18207
1875-10-05,32,17759
1875-10-06,60,18220
1875-10-07,31,18237
1875-10-08,32,17826
1875-10-09,40,18613
1875-10-10,26,34833
1875-10-11,33,18050
1875-10-12,32,17912
1875-10-13,47,16709
1875-10-14,17,16586
1875-10-15,41,18662
1875-10-16,37,16368
1875-10-17,29,38423
1875-10-18,20,17008
1875-10-19,40,16997
1875-10-20,15,18253
1875-10-21,30,17364
1875-10-22,50,17666
1875-10-23,52,18639
1875-10-24,19,39734
1875-10-25,28,19365
1875-10-26,36,16644
1875-10-27,41,18345
1875-10-28,23,18250
1875-10-29,44,19019
1875-10-30,53,19810
1875-10-31,14,33284
1875-11-01,47,19010
1875-11-02,46,18840
1875-11-03,26,18566
1875-11-04,19,18001
1875-11-05,29,17664
1875-11-06,47,17631
1875-11-07,35,36861
1875-11-08,51,17919
1875-11-09,39,18372
1875-11-10,37,18301
1875-11-11,52,19442
1875-11-12,29,19301
1875-11-13,47,18701
1875-11-14,41,36491
1875-11-15,32,19812
1875-11-16,32,18661
1875-11-17,34,18476
1875-11-18,42,18584
1875-11-19,35,18081
1875-11-20,28,18299
1875-11-21,43,37675
1875-11-22,28,18232
1875-11-23,65,18343
1875-11-24,39,19573
1875-11-25,23,19577
1875-11-26,43,17592
1875-11-27,62,18720
1875-11-28,38,38114
1875-11-29,45,18905
1875-11-30,18,18625
1875-12-01,40,18419
1875-12-02,36,18827
1875-12-03,56,17401
1875-12-04,23,16611
1875-12-05,21,35874
1875-12-06,34,16438
1875-12-07,44,17908
1875-12-08,39,18086
1875-12-09,36,17764
1875-12-10,27,17574
1875-12-11,34,14983
1875-12-12,39,33430
1875-12-13,46,18047
1875-12-14,25,17688
1875-12-15,31,17674
1875-12-16,38,18362
1875-12-17,39,16996
1875-12-18,44,16726
1875-12-19,32,19846
1875-12-20,16,32976
1875-12-21,74,16703
1875-12-22,46,14979
1875-12-23,43,14870
1875-12-24,30,15065
1875-12-25,32,16362
1875-12-26,18,34120
1875-12-27,20,16456
1875-12-28,57,17088
1875-12-29,24,17513
1875-12-30,41,15942
1875-12-31,39,17915
