Date,Number of dates,length
1878-05-17,57,17955
1878-05-18,53,17109
1878-05-19,57,19387
1878-05-20,25,18821
1878-05-21,21,18831
1878-05-22,37,20789
1878-05-23,39,20192
1878-05-24,50,19477
1878-05-25,35,15721
1878-05-26,47,19317
1878-05-27,19,16907
1878-05-28,28,18421
1878-05-29,35,17218
1878-05-30,33,18211
1878-05-31,38,19327
1878-06-01,69,16988
1878-06-02,76,18897
1878-06-03,33,18600
1878-06-04,22,17895
1878-06-05,81,18739
1878-06-06,27,19906
1878-06-07,32,17306
1878-06-08,35,18683
1878-06-09,43,15993
1878-06-10,57,17735
1878-06-11,40,19200
1878-06-12,48,20475
1878-06-13,29,18840
1878-06-14,57,17683
1878-06-15,63,19029
1878-06-16,38,17336
1878-06-17,47,17761
1878-06-18,33,17645
1878-06-19,46,18147
1878-06-20,34,16157
1878-06-21,27,18097
1878-06-22,24,18494
1878-06-23,31,18012
1878-06-24,26,17654
1878-06-25,29,16948
1878-06-26,32,16255
1878-06-27,46,18438
1878-06-28,25,16194
1878-06-29,42,17943
1878-06-30,28,16189
1878-07-01,24,17380
1878-07-02,31,18046
1878-07-03,57,17828
1878-07-04,29,18566
1878-07-05,39,17840
1878-07-06,51,18202
1878-07-07,39,16963
1878-07-08,31,16855
1878-07-09,24,19530
1878-07-10,45,33919
1878-07-11,43,18647
1878-07-12,22,17778
1878-07-13,28,16075
1878-07-14,21,15030
1878-07-15,80,17773
1878-07-16,30,32878
1878-07-17,29,14585
1878-07-18,40,38564
1878-07-19,45,17549
1878-07-20,19,18395
1878-07-21,58,18425
1878-07-22,29,17445
1878-07-23,18,18800
1878-07-24,16,32031
1878-07-25,43,19271
1878-07-26,36,17265
1878-07-27,18,17209
1878-07-28,37,18226
1878-07-29,19,17141
1878-07-30,29,18253
1878-07-31,60,40952
1878-08-01,48,20069
1878-08-02,33,17376
1878-08-03,27,18013
1878-08-04,71,19029
1878-08-05,28,17730
1878-08-06,31,18957
1878-08-07,27,38304
1878-08-08,46,20142
1878-08-09,29,17523
1878-08-10,37,19726
1878-08-11,66,18729
1878-08-12,48,16820
1878-08-13,34,18804
1878-08-14,58,36477
1878-08-15,74,19712
1878-08-16,27,16859
1878-08-17,42,18730
1878-08-18,51,18992
1878-08-19,38,17494
1878-08-20,51,19254
1878-08-21,57,33803
1878-08-22,39,19355
1878-08-23,41,18006
1878-08-24,34,16926
1878-08-25,40,18028
1878-08-26,53,18076
1878-08-27,24,19480
1878-08-28,26,39450
1878-08-29,27,19315
1878-08-30,41,16255
1878-08-31,57,17115
1878-09-01,35,17090
1878-09-02,59,16973
1878-09-03,23,18637
1878-09-04,45,40796
1878-09-05,37,19259
1878-09-06,45,17453
1878-09-07,32,18007
1878-09-08,18,18682
1878-09-09,47,16707
1878-09-10,33,19733
1878-09-11,35,35289
1878-09-12,37,19069
1878-09-13,10,17558
1878-09-14,34,18209
1878-09-15,53,16808
1878-09-16,41,17175
1878-09-17,41,18641
1878-09-18,59,35101
1878-09-19,52,19218
1878-09-20,28,18368
1878-09-21,41,17715
1878-09-22,34,16853
1878-09-23,49,19568
1878-09-24,26,19294
1878-09-25,52,36065
1878-09-26,16,18810
1878-09-27,41,16036
1878-09-28,45,18286
1878-09-29,52,18011
1878-09-30,30,16877
1878-10-01,27,19808
1878-10-02,36,38182
1878-10-03,27,17532
1878-10-04,49,16286
1878-10-05,67,15178
1878-10-06,34,13907
1878-10-07,34,15913
1878-10-08,46,18236
1878-10-09,67,35267
1878-10-10,71,20414
1878-10-11,33,19335
1878-10-12,75,20836
1878-10-13,51,19985
1878-10-14,53,17780
1878-10-15,63,22176
1878-10-16,49,34030
1878-10-17,33,20021
1878-10-18,27,19354
1878-10-19,62,17912
1878-10-20,19,18536
1878-10-21,51,19524
1878-10-22,28,16624
1878-10-23,31,39275
1878-10-24,38,20387
1878-10-25,32,18356
1878-10-26,33,19069
1878-10-27,37,18585
1878-10-28,59,18888
1878-10-29,44,18659
1878-10-30,40,34172
1878-10-31,34,17385
1878-11-01,46,19113
1878-11-02,55,17431
1878-11-03,60,18350
1878-11-04,64,19243
1878-11-05,61,19577
1878-11-06,36,40246
1878-11-07,47,19263
1878-11-08,49,20838
1878-11-09,39,19560
1878-11-10,64,20208
1878-11-11,8,18843
1878-11-12,31,18536
1878-11-13,61,34303
1878-11-14,48,19938
1878-11-15,31,16969
1878-11-16,37,19194
1878-11-17,33,17986
1878-11-18,53,17492
1878-11-19,41,20316
1878-11-20,9,38303
1878-11-21,61,19931
1878-11-22,36,20443
1878-11-23,26,18586
1878-11-24,65,18528
1878-11-25,35,18435
1878-11-26,58,19878
1878-11-27,34,36052
1878-11-28,25,20129
1878-11-29,62,18603
1878-11-30,26,16655
1878-12-01,53,16746
1878-12-02,61,15707
1878-12-03,38,18886
1878-12-04,16,35846
1878-12-05,41,19159
1878-12-06,40,18738
1878-12-07,45,17638
1878-12-08,50,17822
1878-12-09,51,19053
1878-12-10,56,18381
1878-12-11,33,34956
1878-12-12,36,18721
1878-12-13,38,18428
1878-12-14,48,17777
1878-12-15,28,17413
1878-12-16,31,16052
1878-12-17,30,18192
1878-12-18,56,39753
1878-12-19,24,18844
1878-12-20,56,18072
1878-12-21,25,19106
1878-12-22,33,16798
1878-12-23,74,18426
1878-12-24,41,17202
1878-12-25,49,31710
1878-12-26,24,17375
1878-12-27,20,18135
1878-12-28,60,17347
1878-12-29,32,18328
1878-12-30,28,18366
1878-12-31,26,18425
