Date,Number of dates,length
1876-09-30,49,17000
1876-10-01,41,16461
1876-10-02,63,18116
1876-10-03,17,18625
1876-10-04,29,17509
1876-10-05,36,17364
1876-10-06,40,18640
1876-10-07,16,14713
1876-10-08,32,15158
1876-10-09,32,17276
1876-10-10,49,17209
1876-10-11,13,18003
1876-10-12,48,16410
1876-10-13,47,19607
1876-10-14,39,17574
1876-10-15,41,16085
1876-10-16,44,18081
1876-10-17,43,16984
1876-10-18,35,19186
1876-10-19,36,16823
1876-10-20,50,17910
1876-10-21,60,18895
1876-10-22,13,17283
1876-10-23,34,19432
1876-10-24,34,18236
1876-10-25,29,19755
1876-10-26,35,23736
1876-10-27,32,19793
1876-10-28,64,18460
1876-10-29,31,18569
1876-10-30,32,19521
1876-10-31,33,20335
1876-11-01,33,19923
1876-11-02,42,22928
1876-11-03,28,20197
1876-11-04,13,18810
1876-11-05,30,17692
1876-11-06,32,17763
1876-11-07,19,18010
1876-11-08,43,19281
1876-11-09,49,19871
1876-11-10,60,19288
1876-11-11,36,14590
1876-11-13,28,19044
1876-11-14,22,17991
1876-11-15,37,17414
1876-11-16,18,19784
1876-11-17,51,18202
1876-11-18,46,18944
1876-11-19,61,18879
1876-11-20,23,18358
1876-11-21,30,18886
1876-11-22,52,17256
1876-11-23,32,19155
1876-11-24,38,18737
1876-11-25,58,16607
1876-11-26,29,18473
1876-11-27,29,18374
1876-11-28,17,15883
1876-11-29,33,18006
1876-11-30,34,17980
1876-12-01,27,18457
1876-12-02,20,15689
1876-12-03,10,16154
1876-12-04,38,17095
1876-12-05,57,19518
1876-12-06,45,39173
1876-12-07,43,17794
1876-12-08,18,17500
1876-12-09,70,17961
1876-12-10,44,15512
1876-12-11,34,18278
1876-12-12,20,18380
1876-12-13,22,38322
1876-12-14,26,18357
1876-12-15,64,19493
1876-12-16,15,19221
1876-12-17,54,16822
1876-12-18,26,17528
1876-12-19,50,17813
1876-12-20,23,37722
1876-12-21,28,17487
1876-12-22,23,18443
1876-12-23,28,15297
1876-12-25,27,18151
1876-12-26,23,17260
1876-12-27,70,36551
1876-12-28,32,17720
1876-12-29,59,18782
1876-12-30,22,15943
1876-12-31,84,18219
