Date,Number of dates,length
1881-05-14,38,17457
1881-05-15,23,18988
1881-05-16,57,19571
1881-05-17,29,19447
1881-05-18,32,43014
1881-05-19,35,20145
1881-05-20,79,20191
1881-05-21,50,18997
1881-05-22,17,19660
1881-05-23,23,18941
1881-05-24,25,19061
1881-05-25,44,36682
1881-05-26,39,18909
1881-05-27,50,19159
1881-05-28,39,18427
1881-05-29,28,17938
1881-05-30,39,18111
1881-05-31,39,20931
1881-06-01,45,39821
1881-06-02,44,20285
1881-06-03,47,19650
1881-06-04,62,22657
1881-06-05,45,19162
1881-06-06,47,20357
1881-06-07,51,19800
1881-06-08,57,37727
1881-06-09,19,20616
1881-06-10,27,19764
1881-06-11,48,18875
1881-06-12,13,8632
1881-06-13,22,16735
1881-06-14,47,18975
1881-06-15,20,36311
1881-06-16,32,20754
1881-06-17,33,20322
1881-06-18,49,20657
1881-06-19,18,19718
1881-06-20,44,18981
1881-06-21,32,19595
1881-06-22,30,39461
1881-06-23,42,16749
1881-06-24,59,20025
1881-06-25,25,19419
1881-06-26,34,20280
1881-06-27,34,19754
1881-06-28,37,19896
1881-06-29,53,38925
1881-06-30,37,19858
1881-07-01,23,19323
1881-07-02,52,18928
1881-07-03,24,19237
1881-07-04,32,18702
1881-07-05,45,20068
1881-07-06,19,36222
1881-07-07,60,20822
1881-07-08,58,19795
1881-07-09,64,19951
1881-07-10,32,20408
1881-07-11,42,19129
1881-07-12,25,20033
1881-07-13,32,36345
1881-07-14,43,19718
1881-07-15,45,20043
1881-07-16,52,19800
1881-07-17,31,19398
1881-07-18,49,19507
1881-07-19,39,18536
1881-07-20,22,37737
1881-07-21,25,18691
1881-07-22,56,19758
1881-07-23,71,19493
1881-07-24,38,19162
1881-07-25,39,19961
1881-07-26,62,19820
1881-07-27,50,38539
1881-07-28,36,19578
1881-07-29,18,19310
1881-07-30,38,18572
1881-07-31,30,19773
1881-08-01,38,19757
1881-08-02,44,19178
1881-08-03,25,37968
1881-08-04,23,20155
1881-08-05,27,20621
1881-08-06,49,20483
1881-08-07,32,20209
1881-08-08,31,20403
1881-08-09,38,20304
1881-08-10,36,36882
1881-08-11,32,20601
1881-08-12,20,19691
1881-08-13,62,20137
1881-08-14,45,20038
1881-08-15,46,21106
1881-08-16,33,19729
1881-08-17,19,37189
1881-08-18,45,19979
1881-08-19,31,19941
1881-08-20,37,18703
1881-08-21,40,20142
1881-08-22,33,14905
1881-08-23,22,18936
1881-08-24,54,36504
1881-08-25,54,19605
1881-08-26,39,19112
1881-08-27,52,19430
1881-08-28,32,19658
1881-08-29,48,19972
1881-08-30,23,19157
1881-08-31,20,37717
1881-09-01,30,18120
1881-09-02,49,19057
1881-09-03,45,21366
1881-09-04,37,20325
1881-09-05,34,18396
1881-09-06,66,19888
1881-09-07,51,37816
1881-09-08,28,19710
1881-09-09,23,19583
1881-09-10,54,20840
1881-09-11,18,19050
1881-09-12,60,20601
1881-09-13,36,20677
1881-09-14,38,38724
1881-09-15,47,19711
1881-09-16,45,19251
1881-09-17,18,20675
1881-09-18,36,17852
1881-09-19,39,20716
1881-09-20,45,18871
1881-09-21,36,36024
1881-09-22,61,19199
1881-09-23,58,19807
1881-09-24,32,18193
1881-09-25,27,17659
1881-09-26,36,19499
1881-09-27,17,19717
1881-09-28,44,37677
1881-09-29,26,19783
1881-09-30,22,19539
1881-10-01,30,18327
1881-10-02,44,14527
1881-10-03,62,19413
1881-10-04,31,19624
1881-10-05,39,25613
1881-10-06,35,19887
1881-10-07,54,18977
1881-10-08,40,16696
1881-10-09,31,17133
1881-10-10,46,17571
1881-10-11,34,17856
1881-10-12,36,38674
1881-10-13,27,20218
1881-10-14,34,19339
1881-10-15,22,18370
1881-10-16,31,18958
1881-10-17,39,18778
1881-10-18,21,20379
1881-10-19,45,38931
1881-10-20,39,20367
1881-10-21,55,19884
1881-10-22,35,20334
1881-10-23,43,20222
1881-10-24,32,19502
1881-10-25,51,19797
1881-10-26,55,38093
1881-10-27,38,20342
1881-10-28,39,20360
1881-10-29,51,19498
1881-10-30,23,19395
1881-10-31,47,18670
1881-11-01,43,19447
1881-11-02,53,37402
1881-11-03,27,20028
1881-11-04,35,18647
1881-11-05,53,17457
1881-11-06,61,17513
1881-11-07,49,19978
1881-11-08,58,20784
1881-11-09,62,36910
1881-11-10,65,20178
1881-11-11,37,19912
1881-11-12,37,20766
1881-11-13,52,18584
1881-11-14,34,19623
1881-11-15,53,19389
1881-11-16,38,38604
1881-11-17,36,19390
1881-11-18,19,18282
1881-11-19,52,19286
1881-11-20,66,19131
1881-11-21,42,19452
1881-11-22,34,19004
1881-11-23,31,38864
1881-11-24,25,19951
1881-11-25,22,18100
1881-11-26,20,20078
1881-11-27,40,17103
1881-11-28,44,19794
1881-11-29,48,18907
1881-11-30,62,40107
1881-12-01,44,18928
1881-12-02,30,19785
1881-12-03,53,17239
1881-12-04,35,16601
1881-12-05,49,18253
1881-12-06,37,19439
1881-12-07,46,35336
1881-12-08,32,19407
1881-12-09,23,19857
1881-12-10,38,17469
1881-12-11,23,18196
1881-12-12,40,17571
1881-12-13,47,19935
1881-12-14,50,36950
1881-12-15,40,18744
1881-12-16,49,18603
1881-12-17,71,19178
1881-12-18,35,17456
1881-12-19,53,18366
1881-12-20,22,18257
1881-12-21,53,34814
1881-12-22,38,18184
1881-12-23,20,17428
1881-12-24,40,20543
1881-12-25,43,18229
1881-12-26,20,17000
1881-12-27,35,17779
1881-12-28,31,35801
1881-12-29,28,17331
1881-12-30,58,17728
1881-12-31,52,17779
