Date,Number of dates,length
1901-08-01,56,25997
1901-08-02,43,21692
1901-08-03,30,28501
1901-08-04,47,28944
1901-08-05,54,28239
1901-08-06,40,29687
1901-08-07,34,27127
1901-08-08,56,27054
1901-08-09,26,25447
1901-08-10,30,27567
1901-08-11,48,28230
1901-08-12,18,27305
1901-08-13,36,28354
1901-08-14,21,28236
1901-08-15,42,27893
1901-08-16,54,28532
1901-08-17,58,29343
1901-08-18,29,29410
1901-08-19,58,27343
1901-08-20,26,29078
1901-08-21,27,28049
1901-08-22,26,25562
1901-08-23,17,24678
1901-08-24,46,26836
1901-08-25,51,27450
1901-08-26,42,26375
1901-08-27,29,27610
1901-08-28,32,26507
1901-08-29,26,26428
1901-08-30,23,24671
1901-08-31,32,28229
1901-09-01,68,26728
1901-09-02,21,26569
1901-09-03,18,28523
1901-09-04,46,26856
1901-09-05,22,26924
1901-09-06,33,24193
1901-09-07,62,28424
1901-09-08,49,28442
1901-09-09,31,27123
1901-09-10,58,28787
1901-09-11,61,25247
1901-09-12,53,26011
1901-09-13,24,25028
1901-09-14,31,25776
1901-09-15,37,22717
1901-09-16,28,26290
1901-09-17,29,27967
1901-09-18,30,25010
1901-09-19,34,26525
1901-09-20,53,21350
1901-09-21,39,26112
1901-09-22,51,23683
1901-09-23,57,25925
1901-09-24,45,27474
1901-09-25,31,24576
1901-09-26,33,26278
1901-09-27,35,23011
1901-09-28,29,25870
1901-09-29,58,24755
1901-09-30,29,25674
1901-10-01,16,26667
1901-10-02,29,23669
1901-10-03,28,25384
1901-10-04,20,25952
1901-10-05,21,21536
1901-10-06,41,19422
1901-10-07,26,25347
1901-10-08,23,26457
1901-10-09,37,23368
1901-10-10,40,25079
1901-10-11,37,25889
1901-10-12,22,23495
1901-10-13,42,25888
1901-10-14,41,26459
1901-10-15,34,26569
1901-10-16,30,22798
1901-10-17,44,24768
1901-10-18,36,27294
1901-10-19,35,22528
1901-10-20,63,24553
1901-10-21,17,25796
1901-10-22,49,27071
1901-10-23,30,22802
1901-10-24,95,27542
1901-10-25,45,27965
1901-10-26,38,23362
1901-10-27,56,27532
1901-10-28,47,25106
1901-10-29,40,27419
1901-10-30,22,23810
1901-10-31,16,26546
1901-11-01,40,26149
1901-11-02,17,25306
1901-11-03,38,23547
1901-11-04,48,24741
1901-11-05,32,27537
1901-11-06,29,22902
1901-11-07,35,26804
1901-11-08,38,28466
1901-11-09,46,23798
1901-11-10,29,26133
1901-11-11,34,26104
1901-11-12,46,26860
1901-11-13,37,25058
1901-11-14,50,25299
1901-11-15,41,26355
1901-11-16,44,23769
1901-11-17,20,26761
1901-11-18,15,25631
1901-11-19,15,26730
1901-11-20,45,23646
1901-11-21,58,27088
1901-11-22,28,26489
1901-11-23,33,22217
1901-11-24,62,22760
1901-11-25,29,19742
1901-11-26,39,27485
1901-11-28,35,22875
1901-11-30,43,22440
1901-12-01,74,23243
1901-12-02,52,24536
1901-12-03,37,26885
1901-12-04,49,24511
1901-12-06,35,26377
1901-12-07,33,24240
1901-12-08,44,22210
1901-12-09,42,25207
1901-12-10,36,27014
1901-12-11,40,24936
1901-12-12,43,25154
1901-12-13,21,27232
1901-12-14,47,24503
1901-12-15,32,25883
1901-12-16,50,25861
1901-12-17,66,27603
1901-12-18,18,27065
1901-12-19,48,27179
1901-12-20,47,24729
1901-12-21,63,24390
1901-12-22,43,26728
1901-12-23,49,23360
1901-12-24,26,27490
1901-12-25,49,24330
1901-12-26,55,29783
1901-12-27,43,26496
1901-12-28,32,23030
1901-12-29,63,27320
1901-12-30,49,26881
1901-12-31,54,28197
